judul,kategori,isi,link
Detik-detik Charlie Kirk Influencer Pro-Trump Ditembak saat Pidato di Kampus,,"Aktivis sayap kanan AS yang juga sekutu berpengaruh PresidenDonald Trump, Charlie Kirk, meninggal dunia usai ditembak. Charlie ditembak saat tengah menjadi pembicara di acara Universitas Utah Valley. Dilansir kantor BBC dan AFP, Kamis (11/9/2025) rekaman video dari lokasi kejadian menunjukkan Kirk tengah berbicara di acara Universitas Utah Valley. Saat itu, Kirk sedang menjawab pertanyaan yang diajukan mahasiswa dalam acara kampus. Setelah itu, tiba-tiba Kirk ditembak. Sebuah pernyataan oleh Universitas Utah Valley yang dikirimkan ke media AS, termasuk New York Times dan Fox News, mengatakan tembakan dilepaskan dari sebuah gedung sekitar 200 yard (182 meter) jauhnya. SCROLL TO CONTINUE WITH CONTENT ""Sekitar pukul 12.20, terdengar tembakan dari sebuah gedung sekitar 200 yard dari pembicara. Sepengetahuan kami, orang tersebut terkena tembakan dan langsung dibawa pergi oleh petugas keamanannya,"" demikian pernyataan Ellen Trean, juru bicara Universitas Utah Valley. Dalam video terlihat kerumunan orang melarikan diri dari lokasi kejadian karena panik setelah penembakan. Saat itu pun polisi meminta mahasiswa untuk segera meninggalkan kampus. ""Ayo! Lari, lari, lari!"" teriak yang lain saat penonton berhamburan. Polisi kampus membenarkan adanya penembakan di sebuah acara dengan Charlie Kirk di Universitas Utah Valley di Orem, Utah. Kirk, sekutu Trump, memimpin kelompok mahasiswa konservatif Turning Point USA. Sementara itu, Kepala pemasaran Marina Minas kepada mitra BBC di AS, CBS News, yang merupakan perwakilan dari Turning Point USA, mengatakan Charlie Kirk ditembak di leher. Kirk saat itu dibawa ke rumah sakit. ""Dia tertembak di leher. Dia ada di rumah sakit. Kondisinya tidak terlihat baik,"" ujarnya. Donald Trump berduka Charlie Kirk meninggal dunia usai ditembak. Trump menyebut Kirk dicintai dan dikagumi semua orang, termasuk dirinya. ""Dia dicintai dan dikagumi oleh semua orang, terutama saya, dan sekarang, dia sudah tiada. Melania dan saya turut berduka cita untuk istrinya yang cantik, Erika, dan keluarganya. Charlie, kami mencintaimu!"" kata Trump di Truth Social dilansir kantor berita AFP. Trump kehilangan sosok Kirk. Dia menyebut tidak ada anak muda di AS yang memiliki hati baik seperti Kirk. ""Charlie Kirk yang Agung, bahkan legendaris, telah wafat. Tak seorang pun yang memahami atau memiliki hati anak muda di Amerika Serikat lebih baik daripada Charlie,"" tulis Trump. Saksikan Live DetikPagi: [Gambas:Video 20detik]",https://news.detik.com/internasional/d-8106350/detik-detik-charlie-kirk-influencer-pro-trump-ditembak-saat-pidato-di-kampus
Detik-detik Charlie Kirk Influencer Pro-Trump Ditembak saat Pidato di Kampus,,"Aktivis sayap kanan AS yang juga sekutu berpengaruh PresidenDonald Trump, Charlie Kirk, meninggal dunia usai ditembak. Charlie ditembak saat tengah menjadi pembicara di acara Universitas Utah Valley. Dilansir kantor BBC dan AFP, Kamis (11/9/2025) rekaman video dari lokasi kejadian menunjukkan Kirk tengah berbicara di acara Universitas Utah Valley. Saat itu, Kirk sedang menjawab pertanyaan yang diajukan mahasiswa dalam acara kampus. Setelah itu, tiba-tiba Kirk ditembak. Sebuah pernyataan oleh Universitas Utah Valley yang dikirimkan ke media AS, termasuk New York Times dan Fox News, mengatakan tembakan dilepaskan dari sebuah gedung sekitar 200 yard (182 meter) jauhnya. SCROLL TO CONTINUE WITH CONTENT ""Sekitar pukul 12.20, terdengar tembakan dari sebuah gedung sekitar 200 yard dari pembicara. Sepengetahuan kami, orang tersebut terkena tembakan dan langsung dibawa pergi oleh petugas keamanannya,"" demikian pernyataan Ellen Trean, juru bicara Universitas Utah Valley. Dalam video terlihat kerumunan orang melarikan diri dari lokasi kejadian karena panik setelah penembakan. Saat itu pun polisi meminta mahasiswa untuk segera meninggalkan kampus. ""Ayo! Lari, lari, lari!"" teriak yang lain saat penonton berhamburan. Polisi kampus membenarkan adanya penembakan di sebuah acara dengan Charlie Kirk di Universitas Utah Valley di Orem, Utah. Kirk, sekutu Trump, memimpin kelompok mahasiswa konservatif Turning Point USA. Sementara itu, Kepala pemasaran Marina Minas kepada mitra BBC di AS, CBS News, yang merupakan perwakilan dari Turning Point USA, mengatakan Charlie Kirk ditembak di leher. Kirk saat itu dibawa ke rumah sakit. ""Dia tertembak di leher. Dia ada di rumah sakit. Kondisinya tidak terlihat baik,"" ujarnya. Donald Trump berduka Charlie Kirk meninggal dunia usai ditembak. Trump menyebut Kirk dicintai dan dikagumi semua orang, termasuk dirinya. ""Dia dicintai dan dikagumi oleh semua orang, terutama saya, dan sekarang, dia sudah tiada. Melania dan saya turut berduka cita untuk istrinya yang cantik, Erika, dan keluarganya. Charlie, kami mencintaimu!"" kata Trump di Truth Social dilansir kantor berita AFP. Trump kehilangan sosok Kirk. Dia menyebut tidak ada anak muda di AS yang memiliki hati baik seperti Kirk. ""Charlie Kirk yang Agung, bahkan legendaris, telah wafat. Tak seorang pun yang memahami atau memiliki hati anak muda di Amerika Serikat lebih baik daripada Charlie,"" tulis Trump. Saksikan Live DetikPagi: [Gambas:Video 20detik]",https://news.detik.com/internasional/d-8106350/detik-detik-charlie-kirk-influencer-pro-trump-ditembak-saat-pidato-di-kampus
Pengakuan Noel soal Setoran Lain Diungkap KPK,,"Temuan baru mencuat terkait kasus pemerasan sertifikasi keselamatan dan kesehatan kerja (K3) yang melibatkan mantan Wakil Menteri Ketenagakerjaan (Wamenaker)Immanuel Ebenezeralias Noel. Kini, Noel mengaku mendapatkan setoran lain. ""Nah memang secara garis besar sudah ada informasi dari yang bersangkutan bahwa memang ada (penerimaan) dari yang lain,"" kata Plt Deputi Penindakan dan Eksekusi KPK, Asep Guntur Rahayu, kepada wartawan, Selasa (9/9/2025). SCROLL TO CONTINUE WITH CONTENT Asep menyebut pada awalnya yang diketahui diterima Noel adalah uang Rp 3 miliar untuk merenovasi rumah. Selain itu, ada 1 motor merek Ducati yang diterima Noel. ""Nah itu sedang di... apa namanya, sedang kita telusuri (dugaan penerimaan lain). Kenapa? Karena awalnya kalau yang terkait dengan sertifikasi K3 itu ada uang Rp 3 miliar dengan 1 motor. Kan itu ya, Ducati,"" sebutnya. Asep mengatakan penerimaan lain yang didapat Noel saat ini tengah didalami. Untuk itu, Noel juga dikenai Pasal 12B UU Tipikor tentang gratifikasi. ""Maka kami selain menggunakan Pasal 12e (pasal pemerasan) kami juga menggunakan Pasal 12B, gratifikasi, untuk menjaring penerimaan-penerimaan lain,"" jelasnya. Dalam kasus ini, Noel diduga menerima jatah pemerasan Rp 3 miliar saat aktif menjadi Wamenaker. Selain duit Rp 3 miliar, Noel diduga mendapatkan satu motor Ducati. Kasus pemerasan pengurusan sertifikasi K3 di Kemnaker diduga telah berlangsung sejak 2019. Uang pengurusan yang seharusnya cuma Rp 275 ribu melonjak menjadi Rp 6 juta. KPK mengatakan, dari selisih biaya yang dibayarkan oleh para pihak pengurus sertifikat K3 dengan biaya yang seharusnya, uang tersebut mengalir ke beberapa pihak. Total duit terkumpul Rp 81 miliar. Duit itu yang kemudian dibagi-bagi. Berikut ini daftar tersangka dalam kasus ini: 1. Irvian Bobby Mahendro selaku Koordinator Bidang Kelembagaan dan Personil K3 tahun 2022-20252. Gerry Aditya Herwanto Putra selaku Koordinator Bidang Pengujian dan Evaluasi Kompetensi Keselamatan Kerja tahun 2022-sekarang3. Subhan selaku Subkoordinator Keselamatan Kerja Dit Bina K3 tahun 2020-20254. Anitasari Kusumawati selaku Subkoordinator Kemitraan dan Personel Kesehatan Kerja tahun 2020 sampai sekarang5. Immanuel Ebenezer Gerungan selaku Wakil Menteri Ketenagakerjaan RI6. Fahrurozi selaku Dirjen Binwasnaker dan K3 pada Maret 2025 sampai sekarang7. Hery Sutanto selaku Direktur Bina Kelembagaan tahun 2021 sampai Februari 20258. Sekarsari Kartika Putri selaku Subkoordinator9. Supriadi selaku Koordinator10. Temurila selaku pihak PT KEM Indonesia11. Miki Mahfud selaku pihak PT KEM Indonesia. Saksikan Live DetikPagi: Tonton juga video ""Prabowo Sindir Noel Kena OTT KPK: Saya Agak Malu"" di sini: [Gambas:Video 20detik]",https://news.detik.com/berita/d-8106306/pengakuan-noel-soal-setoran-lain-diungkap-kpk
Pengakuan Noel soal Setoran Lain Diungkap KPK,,"Temuan baru mencuat terkait kasus pemerasan sertifikasi keselamatan dan kesehatan kerja (K3) yang melibatkan mantan Wakil Menteri Ketenagakerjaan (Wamenaker)Immanuel Ebenezeralias Noel. Kini, Noel mengaku mendapatkan setoran lain. ""Nah memang secara garis besar sudah ada informasi dari yang bersangkutan bahwa memang ada (penerimaan) dari yang lain,"" kata Plt Deputi Penindakan dan Eksekusi KPK, Asep Guntur Rahayu, kepada wartawan, Selasa (9/9/2025). SCROLL TO CONTINUE WITH CONTENT Asep menyebut pada awalnya yang diketahui diterima Noel adalah uang Rp 3 miliar untuk merenovasi rumah. Selain itu, ada 1 motor merek Ducati yang diterima Noel. ""Nah itu sedang di... apa namanya, sedang kita telusuri (dugaan penerimaan lain). Kenapa? Karena awalnya kalau yang terkait dengan sertifikasi K3 itu ada uang Rp 3 miliar dengan 1 motor. Kan itu ya, Ducati,"" sebutnya. Asep mengatakan penerimaan lain yang didapat Noel saat ini tengah didalami. Untuk itu, Noel juga dikenai Pasal 12B UU Tipikor tentang gratifikasi. ""Maka kami selain menggunakan Pasal 12e (pasal pemerasan) kami juga menggunakan Pasal 12B, gratifikasi, untuk menjaring penerimaan-penerimaan lain,"" jelasnya. Dalam kasus ini, Noel diduga menerima jatah pemerasan Rp 3 miliar saat aktif menjadi Wamenaker. Selain duit Rp 3 miliar, Noel diduga mendapatkan satu motor Ducati. Kasus pemerasan pengurusan sertifikasi K3 di Kemnaker diduga telah berlangsung sejak 2019. Uang pengurusan yang seharusnya cuma Rp 275 ribu melonjak menjadi Rp 6 juta. KPK mengatakan, dari selisih biaya yang dibayarkan oleh para pihak pengurus sertifikat K3 dengan biaya yang seharusnya, uang tersebut mengalir ke beberapa pihak. Total duit terkumpul Rp 81 miliar. Duit itu yang kemudian dibagi-bagi. Berikut ini daftar tersangka dalam kasus ini: 1. Irvian Bobby Mahendro selaku Koordinator Bidang Kelembagaan dan Personil K3 tahun 2022-20252. Gerry Aditya Herwanto Putra selaku Koordinator Bidang Pengujian dan Evaluasi Kompetensi Keselamatan Kerja tahun 2022-sekarang3. Subhan selaku Subkoordinator Keselamatan Kerja Dit Bina K3 tahun 2020-20254. Anitasari Kusumawati selaku Subkoordinator Kemitraan dan Personel Kesehatan Kerja tahun 2020 sampai sekarang5. Immanuel Ebenezer Gerungan selaku Wakil Menteri Ketenagakerjaan RI6. Fahrurozi selaku Dirjen Binwasnaker dan K3 pada Maret 2025 sampai sekarang7. Hery Sutanto selaku Direktur Bina Kelembagaan tahun 2021 sampai Februari 20258. Sekarsari Kartika Putri selaku Subkoordinator9. Supriadi selaku Koordinator10. Temurila selaku pihak PT KEM Indonesia11. Miki Mahfud selaku pihak PT KEM Indonesia. Saksikan Live DetikPagi: Tonton juga video ""Prabowo Sindir Noel Kena OTT KPK: Saya Agak Malu"" di sini: [Gambas:Video 20detik]",https://news.detik.com/berita/d-8106306/pengakuan-noel-soal-setoran-lain-diungkap-kpk
Babak Baru RUU Perampasan Aset,,"Rancangan Undang-Undang (RUU) Perampasan Aset diusulkan masuk ke dalam program legislasi nasional (prolegnas) prioritas 2025 setelah ada perombakan.RUU Perampasan Asetdisebut akan menjadi usul inisiatif DPR dan dibahas Komisi III DPR. Dalam rapat kerja Baleg DPR bersama Menteri Hukum Supratman Andi Agtas di kompleks parlemen, Senayan, Jakarta, Selasa (9/9), Ketua Baleg DPR Bob Hasan mengatakan RUU Perampasan Aset diusulkan untuk masuk prolegnas prioritas 2025. ""Terdapat 3 RUU yang diusulkan untuk masuk ke dalam perubahan kedua prolegnas RUU prioritas 2025, yaitu: 1. RUU tentang Perampasan Aset, 2. RUU tentang Kamar Dagang Industri, 3. RUU tentang Kawasan Industri,"" kata Bob Hasan dalam rapat kerja. SCROLL TO CONTINUE WITH CONTENT Bob mengatakan RUU Perampasan Aset akan menjadi usul inisiatif DPR. Bob menilai kini sudah tak ada lagi perdebatan terkait RUU Perampasan Aset di publik. ""Ya 2025, dan ini tetap sebagai inisiatif DPR ya. Jadi perampasan aset tidak ada lagi perdebatan di pemerintah atau apa, tapi di DPR, dan itu masuk dalam 2025,"" ungkapnya. Menteri Hukum Supratman mengatakan pemerintah setuju RUU Perampasan Aset masuk ke prolegnas prioritas 2025. RUU Perampasan Aset akan diusulkan menjadi inisiatif DPR untuk dibahas pada tahun ini. ""Pemerintah setuju apa yang menjadi usul inisiatif DPR terkait 3 RUU tadi untuk masuk dalam evaluasi prolegnas 2025. Jadi RUU tentang Perampasan Aset, terima kasih,"" ujar Supratman dalam rapat. Supratman mengatakan pemerintah siap untuk mendiskusikan RUU Perampasan Aset bersama DPR. Pembahasan akan dilakukan secara bersama dan intensif. ""Pemerintah sebenarnya juga sudah siap dan hari ini kita harus memberi apresiasi yang luar biasa kepada DPR karena memenuhi janji mengambil alih penyusunan draf RUU tentang Perampasan Aset. Nanti, naskah akademik maupun materi RUU-nya boleh kita sharing nanti,"" ucapnya. Bob Hasan mengatakan RUU Perampasan Aset ditargetkan rampung tahun ini. Meski tahun 2025 tinggal 4 bulan, Bos mengatakan pembahasan RUU Perampasan Aset harus memenuhi partisipasi masyarakat. ""Targetnya tahun ini semuanya harus dibereskan, tetapi kemudian kita ini namanya meaningful, harus memenuhi meaningful partisipasi publik. Meaningful itu adalah yang bermakna. Nah maknanya adalah apa? Kita jangan hanya tahu judulnya perampasan aset. Harus tahu seluruh publik apa isinya perampasan aset itu. Itu kalau secara makna,"" kata Bob. Bob Hasan memastikan nantinya RUU Perampasan Aset dibahas simultan, tak menunggu revisi KUHAP selesai jadi undang-undang. Legislator Partai Gerindra itu membenarkan RUU Perampasan Aset akan digodok oleh Komisi III DPR. ""Justru ini kan secara paralel, nanti kan Komisi III kan sedang menyelesaikan RKUHAP. Karena ini terkait dengan perampasan aset, ada sebuah aksi, ada sebuah acara. Kalau bicara acara pidana, maka kita tidak boleh lepas daripada hukum acara pidana. Seperti itu. Makanya itu tahapannya paralel tadi,"" kata dia. ""Tetapi kita bersimultan. Bagaimana kita terlebih dahulu mengupas apa isinya yang sebenarnya, yang selama ini harus kita uruskan bersama-sama. Iya (Komisi III DPR pembahasan),"" lanjutnya. Anggota Komisi III DPR Nasir Djamil menyambut baik usulan Baleg DPR agar RUU Perampasan Aset dibahas di Komisi III DPR. Nasir mengatakan Komisi III DPR siap untuk membahas RUU Perampasan Aset. ""Tentu kalau memang sikap dan pernyataan Baleg bahwa rencana pemhahasan RUU Perampasan Aset bisa diserahkan ke Komisi III, tentu pimpinan dan anggota Komisi III akan siap menjalankan tugas itu,"" kata Nasir di kompleks parlemen, Senayan, Jakarta, Rabu (10/9). Nasir mengatakan pembahasan RUU Perampasan Aset bisa paralel dengan revisi KUHAP. Diketahui, saat ini Komisi III DPR masih membahas revisi KUHAP. ""Itu teknis. Bisa pararel atau siapa yang didahulukan. Mana yang perlu diselesaikan atau, perampasan aset,"" katanya. Adapun terkait substansi materi RUU Perampasan Aset yang masih menjadi perdebatan, Nasir mengatakan pokok-pokok muatan di UU tersebut akan dibahas secara mendalam oleh panitia kerja (panja). Menurutnya, yang terpenting ialah segera menindaklanjuti RUU Perampasan Aset sesuai arahan Presiden Prabowo Subianto. ""Itu nanti dibahas di panja yang penting kemauan dulu kemauan yang ada itu dikelola dan dijaga sehingga kemudian harapan presiden prabowo bisa ditindaklanjuti oleh pembentuk uu dalam hal ini DPR,"" kata dia. Saksikan Live DetikPagi:",https://news.detik.com/berita/d-8106394/babak-baru-ruu-perampasan-aset
